article_number,sequence,title,url,doi,start_page,end_page,authors,author_urls
11409250,,"A 16nm, 1Mb, 1-to-8b-Configurable 444.21TOPS/W Fully Digital SRAM Compute-in-Memory Macro for Hybrid SNN-CNN Edge Computing",https://ieeexplore.ieee.org/document/11409250/,10.1109/ISSCC49663.2026.11409250,526,528,Yao-Kai Yeh; Jian-Wei Su; Ting-Hao Hsu; Mai Tseng; Jen-Chun Tien; Ko-Chi Chen; Chih-Yen Yue; Yu-En Lin; Yu-Jia Hu; Le-Jung Hsieh; Jyun-Cheng Bai; Yu-Sheng Kao; Tsung-Han Lou; Hung-Hsi Hsu; De-Qi You; Sheu Shyh-Shyuan; Wei-Chung Lo; Shih-Chieh Chang; Ya-Tang Yang; Chung-Chuan Lo; Ren-Shuo Liu; Chih-Cheng Hsieh; Kea-Tiong Tang; Meng-Fan Chang,https://ieeexplore.ieee.org/author/37530990100; https://ieeexplore.ieee.org/author/37086315273; https://ieeexplore.ieee.org/author/37088447926; https://ieeexplore.ieee.org/author/372804854957687; https://ieeexplore.ieee.org/author/288872678644491; https://ieeexplore.ieee.org/author/127109198769214; https://ieeexplore.ieee.org/author/367990685070857; https://ieeexplore.ieee.org/author/841858524189705; https://ieeexplore.ieee.org/author/201827443792597; https://ieeexplore.ieee.org/author/879217107351169; https://ieeexplore.ieee.org/author/159678979997148; https://ieeexplore.ieee.org/author/37088268601; https://ieeexplore.ieee.org/author/683600708889866; https://ieeexplore.ieee.org/author/37089924662; https://ieeexplore.ieee.org/author/37089771213; https://ieeexplore.ieee.org/author/37088659180; https://ieeexplore.ieee.org/author/37087180979; https://ieeexplore.ieee.org/author/828956331151858; https://ieeexplore.ieee.org/author/37086709345; https://ieeexplore.ieee.org/author/247778587917969; https://ieeexplore.ieee.org/author/37086262728; https://ieeexplore.ieee.org/author/37365236900; https://ieeexplore.ieee.org/author/37087064718; https://ieeexplore.ieee.org/author/37420875800
11409207,30.9,"30.9 A 147TOPS/W, 250TOPS/mm2, Fully Synthesizable, Digital Compute-in-Memory Accelerator Supporting INT8×INT8 with Zero-Point Quantization in Intel 18A Technology",https://ieeexplore.ieee.org/document/11409207/,10.1109/ISSCC49663.2026.11409207,528,530,Amit Agarwal; Steven K. Hsu; Mark A. Anders; Arnab Raha; Deepak A. Mathaikutty; Ram Krishnamurthy,https://ieeexplore.ieee.org/author/810578390545452; https://ieeexplore.ieee.org/author/605870626435528; https://ieeexplore.ieee.org/author/37089429293; https://ieeexplore.ieee.org/author/38232267200; https://ieeexplore.ieee.org/author/484132208245867; https://ieeexplore.ieee.org/author/998067427951916
11409092,,Session 31 Overview: AI Accelerators,https://ieeexplore.ieee.org/document/11409092/,10.1109/ISSCC49663.2026.11409092,530,531,,
11409211,31.1,31.1 A 14.08-to-135.69Token/s ReRAM-on-Logic Stacked Outlier-Free Large-Language-Model Accelerator with Block-Clustered Weight-Compression and Adaptive Parallel-Speculative-Decoding,https://ieeexplore.ieee.org/document/11409211/,10.1109/ISSCC49663.2026.11409211,532,534,Pingcheng Dong; Yonghao Tan; Xuejiao Liu; Peng Luo; Yu Liu; Di Pang; Songchen Ma; Xijie Huang; Shih-Yang Liu; Dong Zhang; Zhichao Lu; Luhong Liang; Chi-Ying Tsui; Fengbin Tu; Liang Zhao; Kwang-Ting Cheng,https://ieeexplore.ieee.org/author/37088660118; https://ieeexplore.ieee.org/author/37089650186; https://ieeexplore.ieee.org/author/37089515775; https://ieeexplore.ieee.org/author/574158368151543; https://ieeexplore.ieee.org/author/37089515185; https://ieeexplore.ieee.org/author/37089001114; https://ieeexplore.ieee.org/author/200595308577259; https://ieeexplore.ieee.org/author/37089891353; https://ieeexplore.ieee.org/author/949579324425162; https://ieeexplore.ieee.org/author/992196921991084; https://ieeexplore.ieee.org/author/37089789892; https://ieeexplore.ieee.org/author/37089596184; https://ieeexplore.ieee.org/author/37087156377; https://ieeexplore.ieee.org/author/37085406101; https://ieeexplore.ieee.org/author/37088892788; https://ieeexplore.ieee.org/author/37275533100
11409015,31.2,31.2 Revolver: Low-Bit GenAI Accelerator for Distilled-Model and CoT with Phase-Aware-Quantization and Rotation-Based Integer-Scaled Group Quantization,https://ieeexplore.ieee.org/document/11409015/,10.1109/ISSCC49663.2026.11409015,534,536,Sangjin Kim; Jungjun Oh; Byeongcheol Kim; Yuseon Choi; Gwangtae Park; Hoi-Jun Yoo,https://ieeexplore.ieee.org/author/37291932100; https://ieeexplore.ieee.org/author/558436869361322; https://ieeexplore.ieee.org/author/380231158910756; https://ieeexplore.ieee.org/author/37087802880; https://ieeexplore.ieee.org/author/424794445757336; https://ieeexplore.ieee.org/author/37090014203
11409212,,A 51.6μJ/Token Subspace-Rotation-Based Dual-Quantized Large-language-Model Accelerator with Fused Scale-Activation INT Datapath and Rearranged Bit-Slice LUT Computation,https://ieeexplore.ieee.org/document/11409212/,10.1109/ISSCC49663.2026.11409212,536,538,Bo Liu; Zihan Zou; Xinming Yan; Xilong Kang; Xinyang Chen; Bo Hu; Jiaming Lin; Haoran Du; Jun Yang; Xin Si; Hao Cai,https://ieeexplore.ieee.org/author/37085403475; https://ieeexplore.ieee.org/author/37090031460; https://ieeexplore.ieee.org/author/37088755126; https://ieeexplore.ieee.org/author/945911701671563; https://ieeexplore.ieee.org/author/37089826812; https://ieeexplore.ieee.org/author/37086428671; https://ieeexplore.ieee.org/author/37089387855; https://ieeexplore.ieee.org/author/37090054230; https://ieeexplore.ieee.org/author/37089625633; https://ieeexplore.ieee.org/author/37086351200; https://ieeexplore.ieee.org/author/37072611300
11409066,31.4,31.4 VARSA: A Visual Autoregressive Generation Accelerator Using Performance-Scalable Multi-Precision PE-LUT and Grid-Similarity Attention Compression,https://ieeexplore.ieee.org/document/11409066/,10.1109/ISSCC49663.2026.11409066,538,540,Jiaqi Zhou; Hongou Li; Keyao Jiang; Yiyang Sun; Tianyu Jia,https://ieeexplore.ieee.org/author/409450655335857; https://ieeexplore.ieee.org/author/934319578516302; https://ieeexplore.ieee.org/author/783117801375587; https://ieeexplore.ieee.org/author/37089999502; https://ieeexplore.ieee.org/author/37085855149
11409048,31.5,31.5 SoulMate: A 9.8mW Mobile Intelligence System-on-Chip with Mixed-Rank Architecture for On-Device LLM Personalization,https://ieeexplore.ieee.org/document/11409048/,10.1109/ISSCC49663.2026.11409048,540,542,Seongyon Hong; Jiwon Choi; Jeonggyu So; Nayeong Lee; Wooyoung Jo; Zhamaliddin Kalzhan; Woojin Chin; Hoi-Jun Yoo,https://ieeexplore.ieee.org/author/462585128530068; https://ieeexplore.ieee.org/author/38129323900; https://ieeexplore.ieee.org/author/231796573233915; https://ieeexplore.ieee.org/author/676120462834190; https://ieeexplore.ieee.org/author/37088634533; https://ieeexplore.ieee.org/author/244454897178792; https://ieeexplore.ieee.org/author/764453551693929; https://ieeexplore.ieee.org/author/37090014203
11408987,,Tri-Oracle: A 17.78μJ/Token Vision-Language Model Accelerator with Token-Attention-Weight Redundancy Prediction,https://ieeexplore.ieee.org/document/11408987/,10.1109/ISSCC49663.2026.11408987,542,544,Seungjae Yoo; Hangyeol Kim; Muyoung Son; Yi Chen; Suheon Jeong; Joo-Young Kim,https://ieeexplore.ieee.org/author/37089600557; https://ieeexplore.ieee.org/author/980009669112802; https://ieeexplore.ieee.org/author/384473929262195; https://ieeexplore.ieee.org/author/247210656823683; https://ieeexplore.ieee.org/author/354820767370918; https://ieeexplore.ieee.org/author/37090016694
11409105,31.7,31.7 LUT-SSM: A 99.3TFLOPS/W LUT-Based State-Space Model Accelerator Using Energy-Efficient Element-Wise Layer Fusion and LUT-Friendly Weight-Only Quantization,https://ieeexplore.ieee.org/document/11409105/,10.1109/ISSCC49663.2026.11409105,544,546,Sunwoo Yoo; Dongyun Kam; Gunho Park; Soonhyun Kwon; Dongsoo Lee; Youngjoo Lee,https://ieeexplore.ieee.org/author/37089163366; https://ieeexplore.ieee.org/author/37086602333; https://ieeexplore.ieee.org/author/37088879650; https://ieeexplore.ieee.org/author/869972497768469; https://ieeexplore.ieee.org/author/37090000976; https://ieeexplore.ieee.org/author/37087334949
11408953,,A 28nm Speculative-Decoding LLM Processor Achieving 105-to-685µs/Token Latency for Billion-Parameter Models,https://ieeexplore.ieee.org/document/11408953/,10.1109/ISSCC49663.2026.11408953,546,548,Yang Wang; Huanyu Wang; Jiaxin Yang; Yutong Su; Ruiqi Guo; Zhiheng Yue; Jiangyuan Gu; Shaojun Wei; Yang Hu; Shouyi Yin,https://ieeexplore.ieee.org/author/630044560247488; https://ieeexplore.ieee.org/author/37089017329; https://ieeexplore.ieee.org/author/37086847646; https://ieeexplore.ieee.org/author/858508202321671; https://ieeexplore.ieee.org/author/37086919638; https://ieeexplore.ieee.org/author/37088802968; https://ieeexplore.ieee.org/author/37087647381; https://ieeexplore.ieee.org/author/37404117300; https://ieeexplore.ieee.org/author/37089851308; https://ieeexplore.ieee.org/author/37852878800
11409322,31.9,31.9 Alpha-Vision: A Real-Time Always-on Vision Processor with 787µs Face Detection Latency in <5mW,https://ieeexplore.ieee.org/document/11409322/,10.1109/ISSCC49663.2026.11409322,548,550,Ben Keller; Rangharajan Venkatesan; Steve Dai; Jason Clemons; Matthew Fojtik; Muya Chang; Thierry Tambe; Nathaniel Pinckney; Stephen G. Tell; Qijing Huang; Shalini De Mello; Brucek Khailany,https://ieeexplore.ieee.org/author/37085581221; https://ieeexplore.ieee.org/author/37722193100; https://ieeexplore.ieee.org/author/37085371884; https://ieeexplore.ieee.org/author/37949725800; https://ieeexplore.ieee.org/author/37706156800; https://ieeexplore.ieee.org/author/37086438324; https://ieeexplore.ieee.org/author/37087083571; https://ieeexplore.ieee.org/author/37402619000; https://ieeexplore.ieee.org/author/37377831700; https://ieeexplore.ieee.org/author/37086291140; https://ieeexplore.ieee.org/author/37086222113; https://ieeexplore.ieee.org/author/37282484400
11409114,,Session 32 Overview: Low-Power Noise-Shaping ADCs,https://ieeexplore.ieee.org/document/11409114/,10.1109/ISSCC49663.2026.11409114,550,551,,
11409150,,A 98.5dB-SNDR 250kHz-BW 1V-Supply Continuous-Time Zoom ADC with Smart-Tracking and Floating-Tail-Resistor Linearized Gm-C Loop Filter,https://ieeexplore.ieee.org/document/11409150/,10.1109/ISSCC49663.2026.11409150,1,3,Chaoyang Xing; Yilu Cui; Sining Pan; Yi Zhong; Nan Sun; Lu Jie,https://ieeexplore.ieee.org/author/37089595863; https://ieeexplore.ieee.org/author/151118171262128; https://ieeexplore.ieee.org/author/37088304844; https://ieeexplore.ieee.org/author/37090032964; https://ieeexplore.ieee.org/author/576602833905681; https://ieeexplore.ieee.org/author/673878981735579
11408998,32.2,32.2 A PVT-Robust Frequency-Scalable Fully Dynamic ΔΣ ADC with Bottom-Plate Level Shift,https://ieeexplore.ieee.org/document/11408998/,10.1109/ISSCC49663.2026.11408998,554,556,Tohru Kaneko; Hideaki Ishida; Yuzuru Yamaki; Satoshi Takehara; Un-Ku Moon,https://ieeexplore.ieee.org/author/914996919541033; https://ieeexplore.ieee.org/author/785449732863552; https://ieeexplore.ieee.org/author/968437521498168; https://ieeexplore.ieee.org/author/620773964906135; https://ieeexplore.ieee.org/author/37276672400
11409252,32.3,32.3 An 85.1dB-SNDR 8MS/s Incremental Pipeline ADC with Dual-Residue-Assisted Exponential Quantization,https://ieeexplore.ieee.org/document/11409252/,10.1109/ISSCC49663.2026.11409252,556,558,Zongnan Wang; Bingrui Li; Haoyang Luo; Chenyuan Chu; Jiachang Yang; Yuan Wang; Xiyuan Tang,https://ieeexplore.ieee.org/author/37089773472; https://ieeexplore.ieee.org/author/691300840736063; https://ieeexplore.ieee.org/author/37089345706; https://ieeexplore.ieee.org/author/646702883256274; https://ieeexplore.ieee.org/author/453400614707934; https://ieeexplore.ieee.org/author/37579397000; https://ieeexplore.ieee.org/author/37085611577
11409262,,A 103.9dB-SFDR 83.8dB-SNDR 3MHz-BW Multi-Bit Quadratic-Exponential Noise-Coupled IDSM with High Tolerance to DAC Non-Linearity,https://ieeexplore.ieee.org/document/11409262/,10.1109/ISSCC49663.2026.11409262,558,560,Zhensheng Li; Biao Wang; Mingqiang Guo; Rui P. Martins; Sai-Weng Sin,https://ieeexplore.ieee.org/author/37089729382; https://ieeexplore.ieee.org/author/554371946282032; https://ieeexplore.ieee.org/author/37086034122; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37087167047
11409188,,Session 33 Overview: Time-Varying Circuit Techniques from RF to mm-Wave,https://ieeexplore.ieee.org/document/11409188/,10.1109/ISSCC49663.2026.11409188,560,561,,
11408990,,A 22-to-25GHz CMOS Non-Magnetic Balanced Circulator Achieving at Least 20dB TX-RX Isolation for an Antenna VSWR of 2,https://ieeexplore.ieee.org/document/11408990/,10.1109/ISSCC49663.2026.11408990,562,564,Heqi Deng; Ehsan Shokrolahzade; Niels Fakkel; Marco Spirito; Fabio Sebastiano; Masoud Babaie,https://ieeexplore.ieee.org/author/993911522303228; https://ieeexplore.ieee.org/author/571973232332852; https://ieeexplore.ieee.org/author/37089927219; https://ieeexplore.ieee.org/author/195543195731641; https://ieeexplore.ieee.org/author/37567267500; https://ieeexplore.ieee.org/author/37089040150
11409051,33.2,33.2 An Infinite-Loop CMOS-Compatible Isolator Enabled True VSWR-Resilient Power Amplifier for 6G FR3 in Massive MIMO and Phased-Array Systems,https://ieeexplore.ieee.org/document/11409051/,10.1109/ISSCC49663.2026.11409051,564,566,Mohsen Ghorbanpoor; Mohamed Eleraky; Konstantinos Manetakis; Pascal Nussbaum; Hua Wang,https://ieeexplore.ieee.org/author/588817632294642; https://ieeexplore.ieee.org/author/901679061732034; https://ieeexplore.ieee.org/author/526004045452854; https://ieeexplore.ieee.org/author/571156050647935; https://ieeexplore.ieee.org/author/37089915689
11409161,33.3,33.3 A 6GHz Quadrature Digital Transmitter Supporting a 1GHz Signal Bandwidth with 55dB Dynamic Range in 28nm CMOS,https://ieeexplore.ieee.org/document/11409161/,10.1109/ISSCC49663.2026.11409161,566,568,Yicheng Li; Feng Xie; Yun Yin; Lixuan Cao; Tianze Yang; Jiaxiang Li; Hongtao Xu,https://ieeexplore.ieee.org/author/37088369579; https://ieeexplore.ieee.org/author/757362330572614; https://ieeexplore.ieee.org/author/37086273710; https://ieeexplore.ieee.org/author/664001641430126; https://ieeexplore.ieee.org/author/655943707543834; https://ieeexplore.ieee.org/author/37089772633; https://ieeexplore.ieee.org/author/38127221500
11409165,33.4,33.4 A 4.5-to-7.2GHz Beyond Rail-to-Rail Output SCPA with 27.9dBm Pout and 46.2% DE at 5.1GHz Using Periodic Voltage-Pacing Network,https://ieeexplore.ieee.org/document/11409165/,10.1109/ISSCC49663.2026.11409165,568,570,Bingzheng Yang; Jie Zhou; Junfa Mao; Xun Luo,https://ieeexplore.ieee.org/author/37085770685; https://ieeexplore.ieee.org/author/38105920500; https://ieeexplore.ieee.org/author/37089731975; https://ieeexplore.ieee.org/author/37532863000
11409343,,"A 0.6-to-0.9GHz, 28.06dBm Pout, 43.73% SE, 6-Phase Switched-Capacitor Power Amplifier Using In-Cell Digital Waveform Synthesis for the 2nd-, 3rd-, and 4th-Harmonic Suppression",https://ieeexplore.ieee.org/document/11409343/,10.1109/ISSCC49663.2026.11409343,570,572,Xiqing Liang; Bingzheng Yang; Hongxin Tang; Xun Luo,https://ieeexplore.ieee.org/author/490444528559010; https://ieeexplore.ieee.org/author/37085770685; https://ieeexplore.ieee.org/author/37089434272; https://ieeexplore.ieee.org/author/37532863000
11409224,33.6,"33.6 A Frequency-Translated, 1-to-5GHz Centred, All-Passive, Programmable-Bandwidth, Switched-Capacitor Delay Line with 6.5-to-8.2dB Delay-Independent Insertion Loss in 65nm CMOS",https://ieeexplore.ieee.org/document/11409224/,10.1109/ISSCC49663.2026.11409224,1,3,Mohmad Aasif Bhat; Imon Mondal,https://ieeexplore.ieee.org/author/622415057319729; https://ieeexplore.ieee.org/author/38093863300
11409022,,Session 34 Overview: Integrated Radar and UWB Transceivers from Microwave to Sub-THz,https://ieeexplore.ieee.org/document/11409022/,10.1109/ISSCC49663.2026.11409022,574,575,,
11409249,34.1,34.1 A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,https://ieeexplore.ieee.org/document/11409249/,10.1109/ISSCC49663.2026.11409249,576,578,Liheng Lou; Zeyu Zhou; Luyao Yuan; Yucheng Long; Gong Chen; Xiaoyu Li; Shaoqi Yang; Han Cui; Ji Peng; Weichen Tao; Juncheng Deng; Yizhe Hu,https://ieeexplore.ieee.org/author/37664992600; https://ieeexplore.ieee.org/author/37088949315; https://ieeexplore.ieee.org/author/37089598514; https://ieeexplore.ieee.org/author/37086815067; https://ieeexplore.ieee.org/author/38580682900; https://ieeexplore.ieee.org/author/902372967189683; https://ieeexplore.ieee.org/author/585346913957450; https://ieeexplore.ieee.org/author/37087502028; https://ieeexplore.ieee.org/author/884798124909416; https://ieeexplore.ieee.org/author/37089923070; https://ieeexplore.ieee.org/author/37089421944; https://ieeexplore.ieee.org/author/37086260101
11409071,34.2,"34.2 Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",https://ieeexplore.ieee.org/document/11409071/,10.1109/ISSCC49663.2026.11409071,578,580,Byeong-Taek Moon; Mingyuan Li; Junseuk Suh; Minseob Lee; Doyoon Kim; Kyunghwan Kim; Geonho Park; Goeun Baek; Byungho Yook; Dooseok Choi; Kyungwoo Yoo; Junseong Kim; Taewoo Yu; Seonghyeon Kang; Hyeonsu Jo; Juhee Son; Sangsung Lee; Pak-Kim Lau; Siuchuang Ivan Lu; Gregory Eric Rogers; Ajaypat Jain; Jian Wang; Viduneth Ariyarathna; Wan Jong Kim; Oren Eliezer; Gennady Feygin; Wen Zhou; Kyoung-Jun Moon; Jaehyun Chung; Woncheol Lee; Seongjung Kim; Jonghyun Kim; Joonggeun Lee; Taeyeon Kim; Sungjoo Kim; Youngki Lee; Yonghwan Harold Jang; Sai Krishna Rayudu; Shihchieh Chien; Ying Chen; Hyungsun Lim; Kidong Kang; Sungjun Lee; Joonhee Lee; Jeongyeol Bae; Hyun-Gi Seok; Pranav Dayal; Wanghua Wu; Hyun-Chul Park; Joonhoi Hur; Sangmin Yoo; Chan-Hong Park; Joonsuk Kim,https://ieeexplore.ieee.org/author/37086627738; https://ieeexplore.ieee.org/author/755054744183060; https://ieeexplore.ieee.org/author/748862516258839; https://ieeexplore.ieee.org/author/37086347077; https://ieeexplore.ieee.org/author/37086087322; https://ieeexplore.ieee.org/author/37088804218; https://ieeexplore.ieee.org/author/37090089018; https://ieeexplore.ieee.org/author/37089461516; https://ieeexplore.ieee.org/author/37089926008; https://ieeexplore.ieee.org/author/37089770470; https://ieeexplore.ieee.org/author/37085669362; https://ieeexplore.ieee.org/author/38542165700; https://ieeexplore.ieee.org/author/37090038925; https://ieeexplore.ieee.org/author/37090088597; https://ieeexplore.ieee.org/author/343862985025625; https://ieeexplore.ieee.org/author/889773576050506; https://ieeexplore.ieee.org/author/37088802141; https://ieeexplore.ieee.org/author/37088800998; https://ieeexplore.ieee.org/author/37086049677; https://ieeexplore.ieee.org/author/969710039492729; https://ieeexplore.ieee.org/author/37088919847; https://ieeexplore.ieee.org/author/361158877596355; https://ieeexplore.ieee.org/author/37085401034; https://ieeexplore.ieee.org/author/390175168689058; https://ieeexplore.ieee.org/author/37089695947; https://ieeexplore.ieee.org/author/972697688994757; https://ieeexplore.ieee.org/author/827472368554939; https://ieeexplore.ieee.org/author/37288246300; https://ieeexplore.ieee.org/author/37087463707; https://ieeexplore.ieee.org/author/37089258362; https://ieeexplore.ieee.org/author/37086604222; https://ieeexplore.ieee.org/author/38067699100; https://ieeexplore.ieee.org/author/525539839520871; https://ieeexplore.ieee.org/author/410734891133877; https://ieeexplore.ieee.org/author/37085541542; https://ieeexplore.ieee.org/author/37089927672; https://ieeexplore.ieee.org/author/499220942155404; https://ieeexplore.ieee.org/author/416202090876711; https://ieeexplore.ieee.org/author/617178092781207; https://ieeexplore.ieee.org/author/487147874182316; https://ieeexplore.ieee.org/author/38305744900; https://ieeexplore.ieee.org/author/271820623819897; https://ieeexplore.ieee.org/author/37089395734; https://ieeexplore.ieee.org/author/37089124841; https://ieeexplore.ieee.org/author/37089401472; https://ieeexplore.ieee.org/author/37086138529; https://ieeexplore.ieee.org/author/534667585564118; https://ieeexplore.ieee.org/author/37696428100; https://ieeexplore.ieee.org/author/364732363710048; https://ieeexplore.ieee.org/author/37089460527; https://ieeexplore.ieee.org/author/37089594188; https://ieeexplore.ieee.org/author/448140907424918; https://ieeexplore.ieee.org/author/37089772629
11408966,,A 234-to-252GHz Dual-Polarized Transceiver Using Antenna-in-Package Technologies for Cross-Polarimetric Sensing,https://ieeexplore.ieee.org/document/11408966/,10.1109/ISSCC49663.2026.11408966,580,582,Xibi Chen; Georgios C. Dogiamis; Ruonan Han,https://ieeexplore.ieee.org/author/37086108069; https://ieeexplore.ieee.org/author/235164540463825; https://ieeexplore.ieee.org/author/37086400017
11408988,,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,https://ieeexplore.ieee.org/document/11408988/,10.1109/ISSCC49663.2026.11408988,582,584,Renjie Fu; Linxu Shi; Fanxun Cai; Yunqi Yang; Hao Lei; Zhigang Fu; Yilin Xu; Pengcheng Wang; Ziyang Li; Shixuan Wang; Junkai Jiao; Dingqi Liang; Lianbo Wu; Guangzhong Zhang; Naike Du; Zijie Wang; Yucong Gu; Xiuzhu Ye; Xiao Fang; Weisheng Zhao; Hui Zhang,https://ieeexplore.ieee.org/author/37088937864; https://ieeexplore.ieee.org/author/589641704996600; https://ieeexplore.ieee.org/author/715938481209842; https://ieeexplore.ieee.org/author/37089624455; https://ieeexplore.ieee.org/author/211223060776801; https://ieeexplore.ieee.org/author/37086922226; https://ieeexplore.ieee.org/author/37089700303; https://ieeexplore.ieee.org/author/37086454733; https://ieeexplore.ieee.org/author/37089554126; https://ieeexplore.ieee.org/author/37087889142; https://ieeexplore.ieee.org/author/37086065192; https://ieeexplore.ieee.org/author/364345648376325; https://ieeexplore.ieee.org/author/37086074192; https://ieeexplore.ieee.org/author/38066646600; https://ieeexplore.ieee.org/author/37089025015; https://ieeexplore.ieee.org/author/37086913891; https://ieeexplore.ieee.org/author/37088104672; https://ieeexplore.ieee.org/author/38103010700; https://ieeexplore.ieee.org/author/628694733341249; https://ieeexplore.ieee.org/author/37087446003; https://ieeexplore.ieee.org/author/37089916810
11409119,34.5,34.5 A 0.0523mm2 11.4mW IEEE 802.15.4a/z/ab Compatible Aliasing-Suppressing All-Digital IR-UWB Transmitter Featuring Comb-Notched Maximally Flat Amplitude Spectral Shaping,https://ieeexplore.ieee.org/document/11409119/,10.1109/ISSCC49663.2026.11409119,584,586,Jihun Son; Minsu Park; Chansoo Park; Kyoungtae Lee; Jong-Hyeok Yoon; Junghyup Lee; Minyoung Song,https://ieeexplore.ieee.org/author/986167222579987; https://ieeexplore.ieee.org/author/38576584500; https://ieeexplore.ieee.org/author/37087451342; https://ieeexplore.ieee.org/author/37072359900; https://ieeexplore.ieee.org/author/37085376249; https://ieeexplore.ieee.org/author/37406252700; https://ieeexplore.ieee.org/author/37596735100
11409241,,Session 35 Overview: Low Power Wireless Transceivers for Localization and Communications,https://ieeexplore.ieee.org/document/11409241/,10.1109/ISSCC49663.2026.11409241,586,587,,
11409235,35.1,35.1 CANCEL: A Cancellation-Aided Ambient IoT Nanopowered Communication System for Energy-Limited Tags,https://ieeexplore.ieee.org/document/11409235/,10.1109/ISSCC49663.2026.11409235,588,590,Hany Abolmagd; Shih-Kai Kuo; Md Nazmul Hasan; Sreevatsank Kadaveru; Aboozar Ghorbani Nejad; Manideep Dunna; Ata Khorami; Yichen Yu; Dinesh Bharadia; Patrick Mercier; Sudip Shekhar,https://ieeexplore.ieee.org/author/37085424060; https://ieeexplore.ieee.org/author/37088803055; https://ieeexplore.ieee.org/author/37085467131; https://ieeexplore.ieee.org/author/247416047196586; https://ieeexplore.ieee.org/author/37086096850; https://ieeexplore.ieee.org/author/37088539458; https://ieeexplore.ieee.org/author/37946421900; https://ieeexplore.ieee.org/author/37088917026; https://ieeexplore.ieee.org/author/37086635126; https://ieeexplore.ieee.org/author/38272051400; https://ieeexplore.ieee.org/author/37272375800
11409200,35.2,35.2 A 20mg Battery-Free Crystal-Less Miniaturized TX System for Flying Insects Localization with 1.45km Range,https://ieeexplore.ieee.org/document/11409200/,10.1109/ISSCC49663.2026.11409200,590,592,Yi Shen; Steve Young; Demba Komma; Ryan Strohman; Rahul Narasimha; Jeongtaek Chang; Andrea Bejarano-Carbo; Yunfan Wang; Guanren Tao; Hun-Seok Kim; David Blaauw,https://ieeexplore.ieee.org/author/708165728935964; https://ieeexplore.ieee.org/author/981215369286076; https://ieeexplore.ieee.org/author/37088459682; https://ieeexplore.ieee.org/author/931561297566959; https://ieeexplore.ieee.org/author/641986332204922; https://ieeexplore.ieee.org/author/529255014058383; https://ieeexplore.ieee.org/author/287609921175228; https://ieeexplore.ieee.org/author/37086243980; https://ieeexplore.ieee.org/author/660683471671602; https://ieeexplore.ieee.org/author/37089775874; https://ieeexplore.ieee.org/author/301417859318666
11409278,,A 0.052mm2 Blocker-Tolerant Non-Uniform Current Sub-Sampling Receiver with a Discrete-Time FIR/IIR Filter Enabling 56dB Rejection in 28nm CMOS,https://ieeexplore.ieee.org/document/11409278/,10.1109/ISSCC49663.2026.11409278,592,594,Mostafa Ayesh; Mike Shuo-Wei Chen,https://ieeexplore.ieee.org/author/37088525414; https://ieeexplore.ieee.org/author/37088075325
11409199,35.4,35.4 A NearLink 2.0 Compliant Dual-Band RF Transceiver for Smart Wireless Personal Audio Applications,https://ieeexplore.ieee.org/document/11409199/,10.1109/ISSCC49663.2026.11409199,594,596,Rui Yu; Supeng Liu; Xuesong Chen; Tantan Zhang; Wei Khuen Chan; Deyong Hu; Haohong Yu; Wang Yao; Theng Tee Yeo; Peilin Wu; Xingpeng Zhao; Zhan Guo,https://ieeexplore.ieee.org/author/651141178883734; https://ieeexplore.ieee.org/author/37085383891; https://ieeexplore.ieee.org/author/536089623693231; https://ieeexplore.ieee.org/author/37089447165; https://ieeexplore.ieee.org/author/37087514936; https://ieeexplore.ieee.org/author/37087173126; https://ieeexplore.ieee.org/author/37086245166; https://ieeexplore.ieee.org/author/37085867872; https://ieeexplore.ieee.org/author/37846994800; https://ieeexplore.ieee.org/author/37086543614; https://ieeexplore.ieee.org/author/676404381437208; https://ieeexplore.ieee.org/author/990824502176519
11409239,35.5,35.5 Fully Integrated Backscattered WiFi 802.11b Transmitter with Active Harmonics and Image Rejection for 30dB IRR and 36dB HRR at ${0. 8 8} {\mu} \mathrm{W}$,https://ieeexplore.ieee.org/document/11409239/,10.1109/ISSCC49663.2026.11409239,596,598,Ruiyuan Yang; Karim Ali; Massimo Alioto,https://ieeexplore.ieee.org/author/37090033252; https://ieeexplore.ieee.org/author/37086035716; https://ieeexplore.ieee.org/author/608932861203104
11409009,,Session 36 Overview: Neural and Biomedical Interfaces,https://ieeexplore.ieee.org/document/11409009/,10.1109/ISSCC49663.2026.11409009,598,599,,
